season,episode,title,restaurant,location,air_date,latitude,longitude
13,12,Time Tested Treasures,Nye's Polonaise Room,"Minneapolis, Minnesota",2012-02-27,44.9772995,-93.2654692
13,12,Time Tested Treasures,Moseberth's Fried Chicken,"Portsmouth, Virginia",2012-02-27,36.8678592,-76.37559852679193
13,13,Outside the Box,Joe Squared Pizza,"Baltimore, Maryland",2012-03-05,39.2908816,-76.610759
13,13,Outside the Box,Pepe's and Mito's,"Dallas, Texas",2012-03-05,32.7762719,-96.7968559
13,13,Outside the Box,Savoy Café & Deli,"Santa Barbara, California",2012-03-05,34.4221319,-119.7026673
14,1,Triple D All Stars,Pizzeria Lola,"Minneapolis, Minnesota",2012-04-02,44.9772995,-93.2654692
14,1,Triple D All Stars,Monument Cafe,"Georgetown, Texas",2012-04-02,30.6665525,-97.6779637977368
14,2,Streamlined Sammies,Luke's Inside Out,"Austin, Texas",2012-04-09,30.2711286,-97.7436995
14,2,Streamlined Sammies,Smack Shack at The 1029 Bar,"Minneapolis, Minnesota",2012-04-09,44.9772995,-93.2654692
14,2,Streamlined Sammies,Maple & Motor,"Dallas, Texas",2012-04-09,32.7762719,-96.7968559
14,3,Crankin' Up the Classics,Broders' Cucina Italiana,"Minneapolis, Minnesota",2012-04-16,44.9772995,-93.2654692
14,3,Crankin' Up the Classics,Chop House Burgers,"Arlington, Texas",2012-04-16,32.701938999999996,-97.10562379033699
14,4,Passin' The Baton,Pete's Breakfast House,"Ventura, California",2012-04-23,34.4458248,-119.0779359
14,4,Passin' The Baton,Sip & Bite Restaurant,"Baltimore, Maryland",2012-04-23,39.2908816,-76.610759
14,5,Big Time Flavor,Marla's Caribbean Cuisine,"Minneapolis, Minnesota",2012-04-30,44.9772995,-93.2654692
14,5,Big Time Flavor,Cane Rosso,"Dallas, Texas",2012-04-30,32.7762719,-96.7968559
14,5,Big Time Flavor,Counter Cafe,"Austin, Texas",2012-04-30,30.2711286,-97.7436995
14,6,Unexpected Eats,Smalley's Caribbean Barbeque,"Stillwater, Minnesota",2012-05-07,45.0564041,-92.8134982
14,6,Unexpected Eats,Johnny Garlic's,"Santa Rosa, California",2012-05-07,38.4404925,-122.7141049
14,6,Unexpected Eats,Harvey's Hot Dogs II,"Portsmouth, Virginia",2012-05-07,36.8678592,-76.37559852679193
14,7,BBQ Road Show,Pecan Lodge,"Dallas, Texas",2012-05-28,32.7762719,-96.7968559
14,7,BBQ Road Show,John Mull's Meats and Road Kill Grill,"Las Vegas, Nevada",2012-05-28,36.1672559,-115.1485163
14,8,"All Vegas, All the Time",Naked City Pizza,"Las Vegas, Nevada",2012-06-04,36.1672559,-115.1485163
14,8,"All Vegas, All the Time",Forte European Tapas Bar & Bistro,"Las Vegas, Nevada",2012-06-04,36.1672559,-115.1485163
14,8,"All Vegas, All the Time",UNLV,"Las Vegas, Nevada",2012-06-04,36.1672559,-115.1485163
14,9,Serious Sandwiches,Lola's – A Louisiana Kitchen,"Las Vegas, Nevada",2012-06-11,36.1672559,-115.1485163
14,9,Serious Sandwiches,Noble Pig Sandwiches,"Austin, Texas",2012-06-11,30.2711286,-97.7436995
14,9,Serious Sandwiches,Casper & Runyon's Nook,"St. Paul, Minnesota",2012-06-11,44.9504037,-93.1015026
14,10,International Eats,Bachi Burger,"Las Vegas, Nevada",2012-06-18,36.1672559,-115.1485163
14,10,International Eats,Afrah,"Richardson, Texas",2012-06-18,32.9481789,-96.7297206
14,10,International Eats,Gazala's Place,"Manhattan, New York",2012-06-18,40.7896239,-73.9598939
14,11,Belly Up,Hopleaf Bar,"Chicago, Illinois",2012-06-25,41.8755616,-87.6244212
14,11,Belly Up,Foreign & Domestic,"Austin, Texas",2012-06-25,30.2711286,-97.7436995
14,12,Dynamic Dishes,Jawaiian Irie Jerk Restaurant,"Honolulu, Hawaii",2012-07-02,21.304547,-157.8556764
14,12,Dynamic Dishes,Taste of Europe,"Arlington, Texas",2012-07-02,32.701938999999996,-97.10562379033699
14,12,Dynamic Dishes,Yayo Taco,"Las Vegas, Nevada",2012-07-02,36.1672559,-115.1485163
14,13,Coast to Coast Chow,Camille's on Wheels,"Kailua, Hawaii",2012-07-30,21.394833,-157.72989134661873
14,13,Coast to Coast Chow,Chicago Brauhaus,"Chicago, Illinois",2012-07-30,41.8755616,-87.6244212
14,13,Coast to Coast Chow,Dixie Supply Bakery & Cafe,"Charleston, South Carolina",2012-07-30,32.7876012,-79.9402728
15,1,Unconventional Comforts,He'eia Kea Pier General Store and Deli,"Kaneohe, Hawaii",2012-08-05,21.418555,-157.804184
15,1,Unconventional Comforts,Rex Italian Foods,"Norridge, Illinois",2012-08-05,41.9633641,-87.827284
15,1,Unconventional Comforts,Memphis Street Cafe,"Hernando, Mississippi",2012-08-05,34.823987,-89.9937018
15,2,Goin' the Extra Mile,bopNgrill,"Chicago, Illinois",2012-08-13,41.8755616,-87.6244212
15,2,Goin' the Extra Mile,Sweet Home Waimanalo,"Waimanalo, Hawaii",2012-08-13,21.346304,-157.7211
15,3,Savory Standouts,90 Miles Cuban Cafe,"Chicago, Illinois",2012-08-19,41.8755616,-87.6244212
15,3,Savory Standouts,Davis' Pub,"Annapolis, Maryland",2012-08-19,38.9786401,-76.492786
15,4,Surf 'N' Turf Jackpot,Memphis Barbecue Co.,"Horn Lake, Mississippi",2012-08-27,34.9553719,-90.0348139
15,4,Surf 'N' Turf Jackpot,Fresh Catch,"Honolulu, Hawaii",2012-08-27,21.304547,-157.8556764
15,5,Massachusetts Madness,Italian Express Pizzeria,"East Boston, Massachusetts",2012-09-03,42.3750973,-71.0392173
15,5,Massachusetts Madness,Cutty's,"Brookline, Massachusetts",2012-09-03,42.3317642,-71.1211635
15,6,East Coast Comfort,Tupelo,"Cambridge, Massachusetts",2012-09-24,42.3750997,-71.1056157
15,6,East Coast Comfort,Patti's Pierogis,"Fall River, Massachusetts",2012-09-24,41.7010642,-71.1546367
15,6,East Coast Comfort,Angelo's Civito Farnese,"Providence, Rhode Island",2012-09-24,41.8239891,-71.4128343
15,6,East Coast Comfort,Mediterraneo Caffe,"Providence, Rhode Island",2012-09-24,41.8239891,-71.4128343
15,7,Flavortown Medley,South Of Beale (SOB),"Memphis, Tennessee",2012-10-01,35.1490215,-90.0516285
15,7,Flavortown Medley,Big Wave Shrimp Truck,"Haleiwa, Hawaii",2012-10-01,21.5935975,-158.1044696531065
15,7,Flavortown Medley,Chaps Pit Beef,"Baltimore, Maryland",2012-10-01,39.2908816,-76.610759
15,8,"Burgers, Noodles and Quahogs",Boston Burger Company,"Boston, Massachusetts",2012-10-08,42.3602534,-71.0582912
15,8,"Burgers, Noodles and Quahogs",Anthony's Seafood,"Middletown, Rhode Island",2012-10-08,41.5456578,-71.2914388
15,8,"Burgers, Noodles and Quahogs",Guerilla Street Food,"St. Louis, Missouri",2012-10-08,38.6529545,-90.24111656024635
15,9,Handcrafted,The Elegant Farmer,"Memphis, Tennessee",2012-10-15,35.1490215,-90.0516285
15,9,Handcrafted,Italian Corner,"East Providence, Rhode Island",2012-10-15,41.8137116,-71.3700545
15,10,"All Family, All the Time",Anthonino's Taverna,"St. Louis, Missouri",2012-10-22,38.6529545,-90.24111656024635
15,10,"All Family, All the Time",Three Angels Diner,"Memphis, Tennessee",2012-10-22,35.1490215,-90.0516285
15,10,"All Family, All the Time",Opal Thai Food,"Haleiwa, Hawaii",2012-10-22,21.5935975,-158.1044696531065
15,11,Food Done Right,Aunt Carrie's,"Narragansett, Rhode Island",2012-10-29,41.4501021,-71.4495005
15,11,Food Done Right,The Shaved Duck,"St. Louis, Missouri",2012-10-29,38.6529545,-90.24111656024635
15,11,Food Done Right,Angela's Cafe,"East Boston, Massachusetts",2012-10-29,42.3750973,-71.0392173
15,12,Pubs and Grub,Dressel's Public House,"St. Louis, Missouri",2012-11-05,38.6529545,-90.24111656024635
15,12,Pubs and Grub,Outer Banks Brewing Station,"Kill Devil Hills, North Carolina",2012-11-05,36.0307227,-75.6760101
15,12,Pubs and Grub,Edgewood Cafe,"Cranston, Rhode Island",2012-11-05,41.7809588,-71.4371257
15,13,Turn On Traditional,Kitty Hoynes,"Syracuse, New York",2012-11-12,43.0481221,-76.1474244
15,13,Turn On Traditional,Espino's Mexican Bar and Grill,"Chesterfield, Missouri",2012-11-12,38.661953,-90.5643258
15,13,Turn On Traditional,Yankee Lobster Company,"Boston, Massachusetts",2012-11-12,42.3602534,-71.0582912
16,1,Authentic Eats,Highway 61 Roadhouse and Kitchen,"Webster Groves, Missouri",2012-12-10,38.592339,-90.3564329
16,1,Authentic Eats,Byblos Mediterranean Cafe,"Syracuse, New York",2012-12-10,43.0481221,-76.1474244
16,2,Fully Focused,Brine and Bottle,"Nags Head, North Carolina",2012-12-17,35.9573923,-75.624062
16,2,Fully Focused,Pastabilities,"Syracuse, New York",2012-12-17,43.0481221,-76.1474244
16,3,Far Out,La Isla Restaurant,"Hoboken, New Jersey",2012-12-24,40.7433066,-74.0323752
16,3,Far Out,Funk 'n Waffles,"Syracuse, New York",2012-12-24,43.0481221,-76.1474244
16,3,Far Out,Cravings,"Duck, North Carolina",2012-12-24,36.169608,-75.7551854
16,4,Matches Made in Heaven,Ortegaz' Southwestern Grill,"Manteo, North Carolina",2013-01-07,35.9082257,-75.6757303
16,4,Matches Made in Heaven,The Smoke Joint,"Brooklyn, New York",2013-01-07,40.6501038,-73.9495823
16,5,Savory Sensations,The Weeping Radish,"Jarvisburg, North Carolina",2013-01-14,36.202939,-75.8665816
16,5,Savory Sensations,Jimmy's Diner,"Brooklyn, New York",2013-01-14,40.6501038,-73.9495823
16,6,Hometown Haunts,Marie's Italian Specialties,"Chatham, New Jersey",2013-01-21,40.7409242,-74.3836711
16,6,Hometown Haunts,Darby's Cafe,"Olympia, Washington",2013-01-21,47.0451022,-122.8950075
16,7,Land to Sea,Empire Brewing Company,"Syracuse, New York",2013-02-11,43.0481221,-76.1474244
16,7,Land to Sea,Black Pelican Oceanfront Restaurant,"Kitty Hawk, North Carolina",2013-02-11,36.0664318,-75.6935448
16,7,Land to Sea,Fish Tale Brew Pub,"Olympia, Washington",2013-02-11,47.0451022,-122.8950075
16,8,Decadent Dishes,Crockett's Public House,"Puyallup, Washington",2013-02-18,47.1849009,-122.2921406
16,8,Decadent Dishes,Pies 'N' Thighs,"Brooklyn, New York",2013-02-18,40.6501038,-73.9495823
16,9,Eurocentric,Eva's European Sweets,"Syracuse, New York",2013-02-24,43.0481221,-76.1474244
16,9,Eurocentric,Bruno's European Restaurant,"Tacoma, Washington",2013-02-24,47.2495798,-122.4398746
16,9,Eurocentric,Hey Meatball,"Toronto, Ontario, Canada",2013-02-24,43.6534817,-79.3839347
16,10,Hittin' the Grill,Crown Bar,"Tacoma, Washington",2013-03-04,47.2495798,-122.4398746
16,10,Hittin' the Grill,The Golden State,"Los Angeles, California",2013-03-04,34.0536909,-118.2427666
16,11,Unlikely Partners,Beer Belly,"Los Angeles, California",2013-03-11,34.0536909,-118.2427666
16,11,Unlikely Partners,Lakeview Restaurant,"Toronto, Ontario, Canada",2013-03-11,43.6534817,-79.3839347
16,12,Layers of Flavor,Tortugas' Lie,"Nags Head, North Carolina",2013-03-18,35.9573923,-75.624062
16,12,Layers of Flavor,The Ace,"Toronto, Ontario, Canada",2013-03-18,43.6534817,-79.3839347
16,13,Real Deal Roots,Chomp Chomp Nation,"Irvine, California",2013-03-25,33.6856969,-117.8259819
16,13,Real Deal Roots,Caplansky's,"Toronto, Ontario, Canada",2013-03-25,43.6534817,-79.3839347
17,1,Tacos and Tots,Dirty Oscar's Annex,"Tacoma, Washington",2013-04-22,47.2495798,-122.4398746
17,1,Tacos and Tots,Highland Tavern,"Denver, Colorado",2013-04-22,39.7392364,-104.9848623
17,2,"Chicken, Chili and Chowder",Sidecar Bar and Grille,"Philadelphia, Pennsylvania",2013-04-29,39.9527237,-75.1635262
17,2,"Chicken, Chili and Chowder",Chili John's,"Burbank, California",2013-04-29,34.1816482,-118.3258554
17,2,"Chicken, Chili and Chowder",Stockyards Smokehouse and Larder,"Toronto, Ontario, Canada",2013-04-29,43.6534817,-79.3839347
17,3,Dynamic Duos,Atomic Cowboy,"Denver, Colorado",2013-05-06,39.7392364,-104.9848623
17,3,Dynamic Duos,Perk Eatery,"Scottsdale, Arizona",2013-05-06,33.4942189,-111.9260184
17,4,Traditional Gone Wild,South Philadelphia Tap Room,"Philadelphia, Pennsylvania",2013-05-13,39.9527237,-75.1635262
17,4,Traditional Gone Wild,St. Francis,"Phoenix, Arizona",2013-05-13,33.4484367,-112.0741417
17,5,"Peppers, Pork and Poutine",Barrio Cafe,"Phoenix, Arizona",2013-05-20,33.4484367,-112.0741417
17,5,"Peppers, Pork and Poutine",Rosedale Diner,"Toronto, Ontario, Canada",2013-05-20,43.6534817,-79.3839347
17,6,Kings and Queens of 'Cue,Hops & Pie,"Denver, Colorado",2013-05-27,39.7392364,-104.9848623
17,6,Kings and Queens of 'Cue,Bludso's BBQ,"Compton, California",2013-05-27,33.894927,-118.226624
17,6,Kings and Queens of 'Cue,Percy Street Barbecue,"Philadelphia, Pennsylvania",2013-05-27,39.9527237,-75.1635262
17,7,A Festival of Flavor,Standard Tap,"Philadelphia, Pennsylvania",2013-06-17,39.9527237,-75.1635262
17,7,A Festival of Flavor,Curry Corner,"Tempe, Arizona",2013-06-17,33.4255056,-111.9400125
17,7,A Festival of Flavor,Prohibition,"Denver, Colorado",2013-06-17,39.7392364,-104.9848623
17,8,Timeless Traditions,Jamaican Jerk Hut,"Philadelphia, Pennsylvania",2013-06-24,39.9527237,-75.1635262
17,8,Timeless Traditions,"DeFalco's Italian Eatery, Grocery & Deli","Scottsdale, Arizona",2013-06-24,33.4942189,-111.9260184
17,8,Timeless Traditions,CoraFaye's Café,"Denver, Colorado",2013-06-24,39.7392364,-104.9848623
17,9,From Pound Cake to Pot Pie,Geechee Girl Rice Cafe,"Philadelphia, Pennsylvania",2013-07-01,39.9527237,-75.1635262
17,9,From Pound Cake to Pot Pie,Haggo's Organic Taco,"Leucadia, California",2013-07-01,33.0692223,-117.302681
17,9,From Pound Cake to Pot Pie,The Duce,"Phoenix, Arizona",2013-07-01,33.4484367,-112.0741417
17,10,L.A. Eats,The Park's Finest BBQ,"Los Angeles, California",2013-07-08,34.0536909,-118.2427666
17,10,L.A. Eats,Eastside Market Italian Deli,"Los Angeles, California",2013-07-08,34.0536909,-118.2427666
17,11,"All San Diego, All the Time",Hodad's,"Ocean Beach, California",2013-08-05,32.7448067,-117.2476067
17,11,"All San Diego, All the Time",OB Noodle House,"Ocean Beach, California",2013-08-05,32.7448067,-117.2476067
17,11,"All San Diego, All the Time",Pizzeria Luigi,"North Park, California",2013-08-05,32.7483876,-117.1301564
17,12,From the Heart,Shirley's Tippy Canoe,"Troutdale, Oregon",2013-08-12,45.5317928,-122.391155
17,12,From the Heart,Spirito's Italian Diner,"Carlsbad, California",2013-08-12,33.1580933,-117.3505966
17,12,From the Heart,Nopalito,"San Francisco, California",2013-08-12,37.7790262,-122.4199061
17,13,That's Fresh,Pica Pica,"San Francisco, California",2013-08-19,37.7790262,-122.4199061
17,13,That's Fresh,Edelweiss Sausage & Delicatessen,"Portland, Oregon",2013-08-19,45.5202471,-122.6741949
18,1,Neighborhood Knockouts,Crest Café,"San Diego, California",2013-08-26,32.7174209,-117.1627714
18,1,Neighborhood Knockouts,Show Dogs,"San Francisco, California",2013-08-26,37.7790262,-122.4199061
18,1,Neighborhood Knockouts,Industrial Café & Saloon,"Portland, Oregon",2013-08-26,45.5202471,-122.6741949
18,2,Meat Lover's Paradise,The Refuge,"San Carlos, California",2013-09-02,37.504936,-122.2618236
18,2,Meat Lover's Paradise,The Country Cat,"Portland, Oregon",2013-09-02,45.5202471,-122.6741949
18,3,Servin' Up San Francisco,Miller's East Coast Deli,"San Francisco, California",2013-09-09,37.7790262,-122.4199061
18,3,Servin' Up San Francisco,Koja Kitchen Food Truck,"San Francisco, California",2013-09-09,37.7790262,-122.4199061
18,3,Servin' Up San Francisco,The Front Porch,"San Francisco, California",2013-09-09,37.7790262,-122.4199061
18,4,"Cannoli, Fritters and Wings",Senor Sisig Food Truck,"San Francisco, California",2013-09-16,37.7790262,-122.4199061
18,4,"Cannoli, Fritters and Wings",A Taste of Home Cooking,"Wheat Ridge, Colorado",2013-09-16,39.766098,-105.0772063
18,4,"Cannoli, Fritters and Wings",PDX671 Food Trailer,"Portland, Oregon",2013-09-16,45.5202471,-122.6741949
18,5,Aces of Authenticity,Casa Chimayo Restaurant,"Santa Fe, New Mexico",2013-10-21,35.6869996,-105.9377997
18,5,Aces of Authenticity,Frank's Noodle House,"Portland, Oregon",2013-10-21,45.5202471,-122.6741949
18,5,Aces of Authenticity,Torinos,"Albuquerque, New Mexico",2013-10-21,35.0841034,-106.6509851
18,6,Sammies and Stew,Jambo Cafe,"Santa Fe, New Mexico",2013-10-28,35.6869996,-105.9377997
18,6,Sammies and Stew,Bocadillos,"Albuquerque, New Mexico",2013-10-28,35.0841034,-106.6509851
18,7,All Kinds of Gobble Gobble,Back Street Bistro,"Santa Fe, New Mexico",2013-11-18,35.6869996,-105.9377997
18,7,All Kinds of Gobble Gobble,Golden Crown Panaderia,"Albuquerque, New Mexico",2013-11-18,35.0841034,-106.6509851
18,7,All Kinds of Gobble Gobble,Danny Edward's BBQ,"Kansas City, Missouri",2013-11-18,39.100105,-94.5781416
18,8,Comfort and Soul,Tin Shed Garden Cafe,"Portland, Oregon",2013-11-25,45.5202471,-122.6741949
18,8,Comfort and Soul,Nexus Brewery,"Albuquerque, New Mexico",2013-11-25,35.0841034,-106.6509851
18,8,Comfort and Soul,BB's Lawnside BBQ,"Kansas City, Missouri",2013-11-25,39.100105,-94.5781416
18,9,"Pork, Pasta and Barbecue",Succotash,"Kansas City, Missouri",2013-12-02,39.100105,-94.5781416
18,9,"Pork, Pasta and Barbecue",Cupini's,"Kansas City, Missouri",2013-12-02,39.100105,-94.5781416
18,9,"Pork, Pasta and Barbecue",The Cube,"Albuquerque, New Mexico",2013-12-02,35.0841034,-106.6509851
18,10,South of the Border,Asi y Asado,"Cabo San Lucas, Mexico",2013-12-09,22.8938884,-109.9200604
18,10,South of the Border,Solomon's Landing,"Cabo San Lucas, Mexico",2013-12-09,22.8938884,-109.9200604
18,10,South of the Border,Tiki Bar,"Cabo San Lucas, Mexico",2013-12-09,22.8938884,-109.9200604
18,11,Tennessee Holiday Traditions,Center Point Pit Barbecue,"Hendersonville, Tennessee",2013-12-16,36.3049177,-86.621443
18,11,Tennessee Holiday Traditions,Mas Tacos por Favor,"Nashville, Tennessee",2013-12-16,36.1622296,-86.7743531
18,12,Family Time,The Grilled Cheeserie,"Nashville, Tennessee",2013-12-23,36.1622296,-86.7743531
18,12,Family Time,Caffe Nonna,"Nashville, Tennessee",2013-12-23,36.1622296,-86.7743531
18,12,Family Time,Blue Koi,"Kansas City, Missouri",2013-12-23,39.100105,-94.5781416
18,13,"Soup, Salad and Seafood",Pot Pie,"Kansas City, Missouri",2013-12-30,39.100105,-94.5781416
18,13,"Soup, Salad and Seafood",55 South,"Franklin, Tennessee",2013-12-30,35.925193,-86.8689365
18,13,"Soup, Salad and Seafood",Phat Bites,"Nashville, Tennessee",2013-12-30,36.1622296,-86.7743531
19,1,Guy's Hometown Tour,Pretzel Cart,"Ferndale, California",2014-02-07,40.576241,-124.263944
19,1,Guy's Hometown Tour,Clendenen's Cider Works,"Fortuna, California",2014-02-07,40.597407,-124.156034
19,1,Guy's Hometown Tour,Loleta Cheese Shop,"Loleta, California",2014-02-07,40.6408678,-124.2244729
19,1,Guy's Hometown Tour,Ferndale Meat Co.,"Ferndale, California",2014-02-07,40.576241,-124.263944
19,1,Guy's Hometown Tour,Ivanhoe,"Ferndale, California",2014-02-07,40.576241,-124.263944
19,1,Guy's Hometown Tour,Humboldt Sweets,"Ferndale, California",2014-02-07,40.576241,-124.263944
19,2,All Things NY,Black Tree,"Manhattan, New York",2014-02-14,40.7896239,-73.9598939
19,2,All Things NY,Queen's Comfort,"Queens, New York",2014-02-14,40.7498243,-73.7976337
19,2,All Things NY,Paul's Live From New York,"Eureka, California",2014-02-14,40.8020712,-124.1636729
19,3,Big Time Bites,Bun-Ker Vietnamese,"Queens, New York",2014-02-21,40.7498243,-73.7976337
19,3,Big Time Bites,Brindle Room,"Manhattan, New York",2014-02-21,40.7896239,-73.9598939
19,3,Big Time Bites,Brick & Fire,"Eureka, California",2014-02-21,40.8020712,-124.1636729
19,4,Keepin' It Real,Sakaya Kitchen,"Miami, Florida",2014-02-28,25.7742658,-80.1936589
19,4,Keepin' It Real,Don Antonio By Starita,"Manhattan, New York",2014-02-28,40.7896239,-73.9598939
19,4,Keepin' It Real,Bless My Soul,"Eureka, California",2014-02-28,40.8020712,-124.1636729
19,5,Dynamite Duos,Duck's Eatery,"Manhattan, New York",2014-03-07,40.7896239,-73.9598939
19,5,Dynamite Duos,Whisk Gourmet,"Miami, Florida",2014-03-07,25.7742658,-80.1936589
19,5,Dynamite Duos,Café Nooner,"Eureka, California",2014-03-07,40.8020712,-124.1636729
19,6,Kickin It in Key West,Garbo's Grill,"Key West, Florida",2014-03-14,24.5625566,-81.7724368
19,6,Kickin It in Key West,Dj's Clam Shack,"Key West, Florida",2014-03-14,24.5625566,-81.7724368
19,6,Kickin It in Key West,Badboy Burrito,"Key West, Florida",2014-03-14,24.5625566,-81.7724368
19,7,From Meatballs to Lollipops,Maxwell's East Coast Eatery,"Salt Lake City, Utah",2014-04-25,40.7596198,-111.8867975
19,7,From Meatballs to Lollipops,Tin Roof Grill,"Sandy, Utah",2014-04-25,40.5664878,-111.838904
19,7,From Meatballs to Lollipops,Latin House Grill,"Miami, Florida",2014-04-25,25.7742658,-80.1936589
19,8,Cross Country Comfort Food,The Silver Star Café,"Park City, Utah",2014-05-09,40.6460635,-111.4979741
19,8,Cross Country Comfort Food,Sammy's Bistro,"Park City, Utah",2014-05-09,40.6460635,-111.4979741
19,8,Cross Country Comfort Food,Blue Collar,"Miami, Florida",2014-05-09,25.7742658,-80.1936589
19,9,International Family Style,Artiso's,"Salt Lake City, Utah",2014-05-16,40.7596198,-111.8867975
19,9,International Family Style,Boot's and Kimo's Homestyle Kitchen,"Kailua, Hawaii",2014-05-16,21.394833,-157.72989134661873
19,9,International Family Style,Oh Mai,"Holladay, Utah",2014-05-16,40.6688363,-111.8246557
19,10,Island Flavor,Dean's Drive Inn,"Kaneohe, Hawaii",2014-05-23,21.418555,-157.804184
19,10,Island Flavor,The Alley Restaurant At Aiea Bowl,"Aiea, Hawaii",2014-05-23,21.3822222,-157.9336111
19,10,Island Flavor,Elena's Restaurant,"Waipahu, Hawaii",2014-05-23,21.3866667,-158.0091667
19,11,"Grillin, Chillin & Huli Huli Chicken",The Federal,"Miami, Florida",2014-05-30,25.7742658,-80.1936589
19,11,"Grillin, Chillin & Huli Huli Chicken",Mike's Huli Huli Chicken,"Kaneohe, Hawaii",2014-05-30,21.418555,-157.804184
19,11,"Grillin, Chillin & Huli Huli Chicken",Tamarindo Truck,"Orange County, California",2014-05-30,33.7500378,-117.8704931
19,12,Righteous Bites,Loulou's Griddle In The Middle,"Monterey, California",2014-06-06,36.2231079,-121.3877428
19,12,Righteous Bites,Fat Sal's Deli,"Los Angeles, California",2014-06-06,34.0536909,-118.2427666
19,12,Righteous Bites,The Alley Restaurant At Aiea Bowl,"Aiea, Hawaii",2014-06-06,21.3822222,-157.9336111
19,Special,Vegas Greats,Bachi Burger,"Las Vegas, Nevada",2014-04-14,36.1672559,-115.1485163
19,Special,Vegas Greats,John Mull's Road Kill Grill,"Las Vegas, Nevada",2014-04-14,36.1672559,-115.1485163
19,Special,Vegas Greats,Naked City Pizza,"Las Vegas, Nevada",2014-04-14,36.1672559,-115.1485163
19,Special,Vegas Greats,Forte European Tapas Bar & Bistro,"Las Vegas, Nevada",2014-04-14,36.1672559,-115.1485163
19,Special,Vegas Greats,UNLV,"Las Vegas, Nevada",2014-04-14,36.1672559,-115.1485163
19,Special,Crazy for Chicken,Uncle Lou's,"Memphis, Tennessee",2014-04-18,35.1490215,-90.0516285
19,Special,Crazy for Chicken,Tortugas' Lie,"Nags Head, North Carolina",2014-04-18,35.9573923,-75.624062
19,Special,Crazy for Chicken,90 Miles Cuban Cafe,"Chicago, Illinois",2014-04-18,41.8755616,-87.6244212
19,Special,Crazy for Chicken,Taco Taco Cafe,"San Antonio, Texas",2014-04-18,29.4246002,-98.4951405
19,Special,Crazy for Chicken,Rincon Criollo,"Queens, New York",2014-04-18,40.7498243,-73.7976337
19,Special,Crazy for Chicken,Tocabe American Indian Eatery,"Denver, Colorado",2014-04-18,39.7392364,-104.9848623
19,Special,Crazy for Chicken,The Glass Onion,"Charleston, South Carolina",2014-04-18,32.7876012,-79.9402728
19,Special,Crazy for Chicken,Opal Thai Food,"Haleiwa, Hawaii",2014-04-18,21.5935975,-158.1044696531065
19,Special,Crazy for Chicken,PotPie,"Kansas City, Missouri",2014-04-18,39.100105,-94.5781416
19,Special,Crazy for Chicken,Smalley's Caribbean Barbeque,"Stillwater, Minnesota",2014-04-18,45.0564041,-92.8134982
19,Special,Grilling Greats,Tom's Bar-B-Q,"Memphis, Tennessee",2014-06-21,35.1490215,-90.0516285
19,Special,Grilling Greats,Luke's Inside Out,"Austin, Texas",2014-06-21,30.2711286,-97.7436995
19,Special,Grilling Greats,Caplansky's Deli,"Toronto, Ontario",2014-06-21,43.6534817,-79.3839347
19,Special,Grilling Greats,Danny's All-American Diner & Dairy Bar,"Tampa, Florida",2014-06-21,27.9477595,-82.458444
19,Special,Grilling Greats,Louie Mueller's Barbecue,"Taylor, Texas",2014-06-21,32.2793121,-99.8812612
19,Special,Grilling Greats,Rick's Press Room Grill & Bar,"Meridian, Idaho",2014-06-21,43.6086295,-116.392326
19,Special,Grilling Greats,Maple & Motor,"Dallas, Texas",2014-06-21,32.7762719,-96.7968559
19,Special,Grilling Greats,Jawaiian Irie Jerk Restaurant,"Honolulu, Hawaii",2014-06-21,21.304547,-157.8556764
20,1,California Cruisin,Sabroso Mexican Grill,"Garden Grove, California",2014-09-05,33.7746292,-117.9463717
20,1,California Cruisin,Monterey Fish House,"Monterey, California",2014-09-05,36.2231079,-121.3877428
20,1,California Cruisin,Rutt's Hawaiian Cafe,"Los Angeles, California",2014-09-05,34.0536909,-118.2427666
20,2,Stuffed and Twisted,Sidewinder's American Grill,"Jackson, Wyoming",2014-09-12,43.479965,-110.761815
20,2,Stuffed and Twisted,Rosine's Restaurant,"Monterey, California",2014-09-12,36.2231079,-121.3877428
20,2,Stuffed and Twisted,Blunch,"Boston, Massachusetts",2014-09-12,42.3602534,-71.0582912
20,3,"Old Standards, New Styles",Pinky G's Pizzeria,"Jackson, Wyoming",2014-09-19,43.479965,-110.761815
20,3,"Old Standards, New Styles",The Starling Diner,"Long Beach, California",2014-09-19,33.7690164,-118.1916048
20,3,"Old Standards, New Styles",Cannery Row Brewing Company,"Monterey, California",2014-09-19,36.2231079,-121.3877428
20,4,From Standards to Standouts,Factory Gastrobar,"Long Beach, California",2014-09-26,33.7690164,-118.1916048
20,4,From Standards to Standouts,Pica's Mexican Taqueria,"Jackson, Wyoming",2014-09-26,43.479965,-110.761815
20,4,From Standards to Standouts,Little Napoli,"Carmel-by-the-Sea, California",2014-09-26,36.5552387,-121.9232879
20,5,All Day Dining,Wild Plum Cafe & Bistro,"Monterey, California",2014-10-03,36.2231079,-121.3877428
20,5,All Day Dining,Nora's Fish Creek Inn,"Wilson, Wyoming",2014-10-03,43.489211,-110.90168087291438
20,5,All Day Dining,Tavern on 2,"Long Beach, California",2014-10-03,33.7690164,-118.1916048
